Organisation ID,Organisation name
1-3161600157,Assured Care Southport Limited
1-6610415204,G Mehta Ltd
1-101656651,Calderdale Home Care Limited
1-101675129,Derby City Council
1-153009312,Genix Healthcare Ltd
1-1385076376,Pioneer Wound Healing & Lymphoedema Centres
1-101676065,Elmwood Nursing Home Ltd
1-5804792341,North Cumbria Primary Care Limited
1-130277145,Blackberry Hill Limited
1-963385009,Bio Luminuex Health Care Ltd
1-256729774,Locala Community Partnerships C.I.C.
1-3275884432,Archers Healthcare Limited
1-6124233555,MJ Home Care Staffing Limited
1-5679599857,Nisacraftcare Limited
1-455234319,Smile Care Plymouth Ltd
1-120628691,Liberty Healthcare Solutions Limited
1-132026918,Instant Care Solutions Limited
1-101680786,All Care (GB) Limited
1-101649758,Autism at Kingwood
1-153017883,Dr. Mahsa Shoaei
RWA,Hull University Teaching Hospitals NHS Trust
1-3306974394,Dr KA Rahman and Dr J Dar
1-119233104,Knightingale Care Limited
1-199794494,Practice Plus Group Urgent Care Limited
1-153006275,Gentle Dental UK Limited
1-199708224,Highfield Surgery
1-1695842312,Farnborough Dental Centre Limited
1-1857034726,Andrew Morgan and Anushika Brogan
1-9414219286,Apex Dental Partnership
1-153005899,The River Practice Limited
1-102643338,Diaverum UK Limited
1-935571070,Nexus Programme Limited
1-152970794,My Dental Surgery
1-2934760415,Hartlepool and Stockton Health Ltd
1-101612502,Education and Services for People with Autism Limited
1-1056342029,Brook Young People
1-199779454,The Spinney Medical Centre
1-4748955780,The Hospice Charity Partnership
1-101685191,Mediline Supported Living Limited
1-230335748,Cuerden Developments Ltd
1-6082596120,Barnsley Healthcare Federation CIC
1-132131344,Victory Socialcare Enterprise
1-101651768,Amica Care Trust
1-101641080,Scio Healthcare Limited
1-3823978148,Mr Kamal Dawood Siddiqi
1-11087049891,Bretton Park Healthcare
1-7773711415,Polly Care Services Limited
1-5554449172,Procare Health Limited
1-467992370,Dr Haider Razban
1-6853581750,Sovereign Clinics Limited
1-101619490,Prime Care (GB) Limited
1-1428768934,Cavell & Lind Limited
1-101619751,Fairmont Residential Limited
1-101660146,Elmcare Limited
1-101681136,Eleanor Nursing and Social Care Limited
1-271696352,Oatlands Dental Lounge
1-101612735,AJ & Co.(Devon) Ltd
1-224374327,Fortius London Limited
1-563072058,Porthaven Care Homes Limited
1-262729230,Dr Rami Khatib
1-101656776,Langdon Community
1-101678878,Julia's House Limited
1-3297373703,GCH (North London) Ltd
1-199714769,St Mary's Surgery
1-1204796905,Perfect Smile (Acorn Dental) Partnership
RTF,Northumbria Healthcare NHS Foundation Trust
1-12149501526,Thomas Walker Westgate Healthcare
1-4734518663,Access Anyone Limited
1-131465642,Xperience Recruitment Limited
1-10959221857,Affinity Care Consortium LTD
1-118164369,Lanemile Limited
1-101720575,TLC Homecare Limited
1-6808541220,CASLAB Limited
1-101620209,Contemplation Homes Limited
1-101640079,Eastbourne & District Mencap Limited
1-13831270465,Shaunak Popat Orthodontists Ltd
1-102642921,Prime Life Limited
1-101725908,Harmony (Your Gentle Way To Slim) Limited
1-156966029,Alistair Bartlett Dental Practices Limited
1-101688318,Autism Unlimited limited
1-517258011,Relativeto Limited
1-126773714,Jasmine Care Holdings Limited
1-1095726846,Archmore Care Services Ltd
1-101662673,Chislehurst Care Limited
RBT,Mid Cheshire Hospitals NHS Foundation Trust
1-116865117,Alliance Care (Dales Homes) Limited
1-5653130094,CDA (MIDLANDS) LTD
1-12572570848,Mr Satvir Singh Atkar
1-101613644,Minchinhampton Centre For The Elderly Limited
1-152969264,Chipping Manor Dental Practice Limited
1-152974977,The Molesey Dental Practice Limited
1-1575207419,Tradstir Limited
1-101641341,Chestnuts (Arnesby) Limited
1-101722212,Pendle Residential Care Limited
1-152973375,Dr. Grish Malhotra
1-101697397,Mrs S C Joyce
1-101720039,Focus Care Link Limited
1-101646218,UK Healthcare Group Limited
1-101690258,Popular Care Ltd
1-101649479,Havering Care Homes Ltd
1-234968889,Arck Living Solutions Ltd
1-101617134,Polesworth Group Homes Limited
1-101644239,Memory Lane Care Homes Limited
1-875818769,South England Dental Practice Partnership
1-212128285,Mr. Ravi Kanth Gollapudi
1-9147737615,Acer Aesthetics Ltd
1-1292161427,Dental Art Implant Clinic Ltd
1-2553691770,Blueberry Transitional Care Ltd
1-199706360,Long Clawson Medical Practice
1-152985380,Mr. Kavraj Bamrah
1-101669560,Choices Home Care Limited
1-101640893,Perpetual (Bolton) Limited
1-2502624603,Vine Social Care Agency Limited
1-1002564492,1st Class Care Agency Ltd
1-153009044,Execudent Limited
1-1095291913,Caronne Care Limited
1-101655972,Reason Care Limited
1-1116540169,Bupa Dental Services Limited
1-171571966,Indental Practice Limited
1-101611126,J.E.M. Care Limited
1-171573045,Dr. Norman Bloom
1-322064899,Shaftesbury Care GRP Limited
1-152987898,Dr. Jaideep Prashar
1-9764772628,HSS & PKS Dental Limited
1-709456509,Queensway Dental Clinic
1-101656368,Hands In Harmony Home Care Services Limited
1-4885935083,Daisy-Fieldz Care Services Limited
1-101616631,Chosen Care Limited
RLQ,Wye Valley NHS Trust
1-138633713,Albany Care Homes Limited
1-101728688,HCA International Limited
1-191589944,Community Dental Services CIC
1-2878307555,TLC Care Management Ltd
1-935189244,MyHealthcare Clinic Ltd
1-101667957,South West Care Homes Limited
1-152967781,Newham Family Dental Care Limited
1-2157795688,Cascade (Charlton House) Limited
1-101656881,Kings Residential Care Homes Limited
1-152989636,Kiran Hanji
1-10455465245,Bondcare (Henley) Limited
1-2842678694,Mr Murphy Cole
1-2306619331,One Ashford Healthcare Limited
1-138488137,Mr Dushmanthe Srikanthe Ranetunge
1-4798584641,Sunbreeze Healthcare Limited
1-131468887,Elysium Care Partnerships Limited
1-119227560,Oxfordshire Crossroads
1-101726754,The Birth Company Limited
1-10096369185,Gentle Den Dorking Limited
1-120628724,Bayberry Limited
1-5567086010,Healing Hands Care Limited
1-101608697,Autism Anglia
1-153009827,Ravat and Ray Dental Care
1-101611927,J.A.N. Limited
1-116865881,Cygnet Behavioural Health Limited
1-125892549,Youth Enquiry Service (Plymouth) Limited
1-608451478,The Aurora Group
1-2097947240,Wells Orthodontics Limited
1-212128703,Mr. Sanjiv Bhogaita
1-13172916917,Dr Altaf Hussain
1-867149546,AS Care Solutions Limited
1-4964503085,Beverley Highgate Dental Practice LLP
1-152950432,Alfa Dental Limited
1-10574672868,NIH Healthcare Ltd
1-171572367,Dr Chris Brann
1-101666770,Walton Care Limited
1-156963059,Malmin Healthcare Limited
1-8243587765,Marston Green Practice Limited
1-205030025,Dr. Narinder Sehra
1-4152681994,The Law Medical Group Practice
1-967411965,Threeways Care Limited
1-705773149,Plymouth Community Dental Services Limited
1-101694718,Broadoak Group of Care Homes
1-199695857,Drs Wilson and Matthews
1-2465350274,Solutions 4 Health Limited
1-152968328,Mrs. Veerusha Diah
1-8880837037,Waincare Limited
1-101674987,Cambridge Housing Society Limited
1-1440233238,Smart Medical Clinics Limited
1-1026859827,Gentle Dental Care
1-10484217487,SAIMO LTD
RA7,University Hospitals Bristol and Weston NHS Foundation Trust
1-199722791,Woodbridge Medical Centre
1-9522941587,Kare Support Services Ltd
1-101623172,Unity Care
1-101608238,Far Fillimore Care Homes Ltd
1-1841688923,G Hudson & S Dobb
1-101683680,Potensial Limited
1-139035676,Kent Social Care Professionals Limited
1-11686445161,3BN CARE LTD
1-2018747045,iDirect Independent Living Limited
1-2332148468,Hegarty Care Limited
1-101639201,In Chorus Limited
1-3891072231,Dr Kiranmayi Penumka
1-6448123216,DGS Health Ltd
1-965064782,Mr Punit Shah & Mrs Priya Shah
1-152968478,Murgelas Practice Management Limited
1-101652035,Heritage Manor Limited
1-7331695039,Flexi Direct Ltd
1-101616075,HMT Care Limited
1-152946976,Mr Sandeep Sharma
1-2534190752,Eastview Healthcare Services Ltd
RYR,University Hospitals Sussex NHS Foundation Trust
1-101645468,Ashberry Healthcare Limited
1-152956295,Dr. Anthony Clough
1-7332922385,Signature Senior Lifestyle Operations Ltd
1-101659850,Darlington Borough Council
1-153011482,Dr. Jaswinder Singh Jandu
1-152996930,Mr Randeep Chung
1-4701406376,Palm 2 Palm Ltd
1-2845518101,Qualia Care Limited
1-101639606,The Brandon Trust
1-171573137,Taptonville House Limited
1-1726627555,Mulli Limited
1-101621884,Mr Donald Smith
1-131466902,Reliance Care Homes Limited
1-101672292,Chantry Retirement Homes Limited
1-1800508067,SunCare Home Care Limited
1-101628977,The Broad Group Ltd
1-101649348,Premium Healthcare Limited
1-2315038304,A&U Dental Surgeries Limited
1-157293700,Flollie Investments Limited
1-278844644,Chitimali Locum Medical Limited
1-12236326520,Taheri Limited
1-101614553,Glenmore Trust
1-152977129,Tim Johnson Dentistry Limited
1-295728580,iMap Centre Limited
1-3961105724,Avery Homes Downend Limited
1-2611816765,Papineni Dental Practice
1-101609660,Hillcroft Nursing Homes Limited
1-2063289704,Chariwala Smile Limited
1-101646495,Milton Keynes Council
1-11652569578,Three Little Angels Ltd
1-101683733,Grove Care Limited
1-101651902,Cornwall Care Limited
1-101663496,Look Ahead Care and Support Limited
1-1015414296,D P Rundle Dentalcare
1-101624702,Mr M J Volf & Mrs J L Volf
1-101610631,Alphonsus Services Limited
1-10233596920,Country Court Care Homes 7 OpCo Limited
1-3253667031,"Stephen Cowley, Roderick Ingham and Jose Angelo"
1-2783212665,Prodent London Limited
1-6016498600,Dr Kamalendra Alaparthi
1-9862859598,Virtuous Business Solutions Limited
1-101616496,Holy Cross Care Homes Limited
1-1916254261,GP Healthcare Alliance Ltd
1-101650455,Little Sisters of the Poor
1-101618482,Elysium Care Partnerships No 2 Limited
1-161851228,Whitecross Dental Care Limited
1-199755165,Dr Hemanthe Kumar
1-229309345,Lincolnshire Integrated Voluntary Emergency Service
1-101641979,Tabs @ 42 Limited
1-147758928,Wentworth Rest Home Limited
1-1749031869,Promoting Active Support Limited
1-199807868,Dr Nimalendran Muttucumaru
1-118165755,Young Foundations Limited
1-2335448168,Healthy Home Care Services Ltd
1-1517960693,Apollo Home Healthcare Limited
1-3727516665,Bondcare (London) Limited
1-101641701,Agecare MG1 Ltd
1-101615629,Reading Borough Council
1-101681554,Sentimental Care Limited
1-123811899,Prestwick Care Limited
1-101652524,YMCA St Paul's Group
1-2484584166,AS Chiltern Homecare Ltd
1-101697702,Navlette Ommouy McFarlane
1-1935814771,1st Glimpse Limited
1-101649560,Shelley Park Limited
1-3580860228,Care Solutions Recruitment Agency Ltd
1-116863860,Four Seasons Health Care (England) Limited
1-5407811460,Saffronland Homes 1 Limited
1-4155332499,Gloucestershire Newmedica Limited
1-131467355,Living Comforts Ltd
1-10855728309,Brecknock Dental Surgery Limited
1-6575538730,Osmans Dental Practices
1-420633328,Quality Care and Companionship Ltd
1-9303684854,Medicus Health Partners Ltd
1-1133566998,Goldthorn Lodge Limited
1-8646080869,Global Caring Group Ltd
1-101664643,Lilian Faithfull Care
1-8042486519,Dr Sara Bilal
1-239043937,Mr Vidmantas Jokubauskas
1-669640242,Grangefield Care Limited
1-101634563,Riverside Healthcare Limited
1-101649267,The Adelaide Lodge Care Home Limited Liability Partnership
1-118165845,Delam Care Limited
1-12942212221,Nobilis Care West Limited
1-278788379,Gemini Exclusive Care Limited
1-1998320478,The Community Housing Group Limited
RYX,Central London Community Healthcare NHS Trust
1-117003246,Pure Care Support Limited
1-101668399,Blackburn with Darwen Borough Council
1-101691703,SLW Limited
1-101716239,The Royal Naval Benevolent Trust
1-191553583,Dr. Marius McGovern
1-122684919,Hartford Care (Southern) Limited
1-101725628,St. Matthews Limited
1-3237424012,TopKare Limited
1-101669816,Newcastle-upon-Tyne City Council
1-119231783,Bayford New Horizons Limited
1-7566761195,Ruskin Mill Trust Limited
RTK,Ashford and St. Peter's Hospitals NHS Foundation Trust
1-127870208,Medacs Healthcare PLC
1-2729792896,The Private Clinic of Harley Street Limited
1-352049593,Your Choice (Barnet) Limited
1-101667827,Durham County Council
1-5622054999,Riverdale Tradeco Limited
1-101646272,Three C's Support
1-6653677288,Ripon Stourport Care Limited
1-101675308,Connifers Care Limited
1-127865878,Independent Vascular Services Limited
1-13054156412,Astradent 2 Partnership
1-101670641,Gainford Care Homes Limited
1-10884096868,TIC Health Limited
RAL,Royal Free London NHS Foundation Trust
1-419546130,AMC Health care Ltd
1-101642587,East Sussex County Council
1-1460098913,Harrogate Skills 4 Living Centre
1-1264909663,Mr Touraj Razavi
1-1095774253,Chartwell Private Hospital and Diagnostics Limited
1-101612771,Institute of Our Lady of Mercy
1-426915824,Smileright Limited
1-9140279349,Gain Healthcare Ltd
1-131468629,Leaf Care Services Ltd
1-101688266,Jiva Healthcare Limited
1-2634233157,Medical Express Ultimate Care Services Limited
RY7,Wirral Community NHS Foundation Trust
1-101669781,Carlton Nursing Homes Ltd
1-153038242,Somerhill Dental Practice Limited
1-199741641,Primecare - Dr S & N Ratneswaren
1-710829848,MidCo Care Limited
1-101641728,Seaway Nursing Home Limited
1-152944992,Apple Practice Limited
1-152953749,Oasis Dental Care Limited
1-101627879,Mr H N & Mrs S J M Dennis & Mr D M & Mrs A M Baker
1-152996800,Orthodontic Centre (UK) Limited
1-101609822,Stockton-on-Tees Borough Council
1-101646164,Pressbeau Limited
1-101691915,Chigwell Homes Ltd
1-116865921,Practice Plus Group Hospitals Limited
1-893740307,Independence Matters C.I.C.
1-152947205,Rayner Dental Practice
1-271661448,Better Lives (UK) Ltd
1-101657200,Discovery Care Group
1-199768216,Rising Brook Surgery
1-101639039,Newcross Healthcare Solutions Limited
1-101623289,Basdeo Kaydoo
1-152957876,"Parish Vaid, Snehal Radia & Sanjay Shah"
1-101613806,Sonnet Care Homes (Essex) Limited
1-153022607,Montagu Dental
RWD,United Lincolnshire Hospitals NHS Trust
1-6164936109,My Homecare HFW Ltd
1-3175950727,Dr Philip Gnana Asirvatham Bauliah
1-101706085,Mrs Janet Brewer
1-101613743,Dial House Care Limited
1-118164097,Health & Care Services (NW) Limited
1-152973315,Mr Rishi Mehrotra
1-5447053289,Citywide Care Agency Ltd
1-101656178,New Concept Care . Nursing . Training Limited
1-2283477236,Empathy Care24 Limited
1-116864909,Speciality Care (REIT Homes) Limited
1-134037298,My Home Choice (Essex) Limited
1-153020226,Evo Dental Centre Limited
1-152981644,Mr. Paramjit Chopra
1-1315591721,ICare Solutions Manchester Limited
1-198972504,Banya Family Placement Agency Limited
1-118164147,Speciality Care (Rest Homes) Limited
1-8880815968,Blossom Healthcare Ltd
1-199806562,Med-Co Secure Healthcare Services Ltd
1-199811091,Partnership of East London Co-operatives (PELC) Limited
1-101683287,Dolphin Homes Limited
1-101649033,Hertfordshire County Council
1-101664931,Estuary Housing Association Limited
1-1237625854,Lorven Housing Ltd
1-101662593,Cheshire East Council
1-101675138,Normanton Lodge Limited
1-6128509936,Hearts At Home HomeCare Limited
1-199760552,Helston Medical Centre
1-101654621,Stepping Stones Resettlement Unit Limited
1-7680296637,Peter House Care Limited
1-102642999,Runwood Homes Limited
1-131468401,Inclusive Support Limited
1-9628712663,Your Slimming Clinic Ltd
1-101642488,Kare Plus Homecare Ltd
1-446042236,Somerset Surgical Services Ltd
1-101681625,Rosenmanor Limited
1-101619589,Homefield College Limited
1-199593453,Lionheart Domiciliary Care Services Limited
1-101724755,Care Direct UK Limited
1-171571587,Ten Dental
1-101644705,Primula Care Limited
1-153003625,Dr Frederick Kole Banjo
1-101671779,Dudley Metropolitan Borough Council
1-4948984510,Progress Adult Living Services Ltd
1-779852730,"Whittingham, Casserley & Chandy"
1-3595184458,WR Operations 1 Limited
1-101649240,Hamelin Trust
RRV,University College London Hospitals NHS Foundation Trust
1-152971072,Orthoplus LLP
RNA,The Dudley Group NHS Foundation Trust
1-101673242,Home Care For You Ltd
1-101715161,Mr & Mrs H Emambocus
1-2614805979,The Grange (2016) Ltd
1-4913034166,One Heart Clinic Limited Liability Partnership
1-145559574,Hillcrest & Lyndale Care & Support Services Limited
1-101677601,Community Care Solutions Limited
1-270647108,Q-Orthodontics Limited
1-153019511,Hawthorn Dental Practice Ltd
1-152964942,Dental Partners Trading Limited
1-8244987684,Lisieux Trust Limited
1-118164187,Cotswold Care Services Ltd
1-6067004780,Secure Care UK Limited
1-101657808,Ategi Limited
RCD,Harrogate and District NHS Foundation Trust
1-101659246,WilsonParker Limited
1-116865045,County Healthcare Limited
1-2589078780,Grace Dental Care Partnership
1-229859550,Diagnostic Healthcare Limited
1-3057478693,Dr Mazin Al-Zibari
1-587977840,E D P Drug & Alcohol Services
1-199758178,Maple Access Partnership
1-101641116,Friends of the Elderly
1-101608814,Autism East Midlands
1-7168829086,MAK Community Care Limited
1-4826138588,Great Oak Tree Healthcare Limited
1-101658694,Eclipse HomeCare Limited
1-153003197,Mr Sivashankar Sri Ranganathan
1-101634397,Butterwick Limited
1-131464972,KEYFORT Group Limited
1-101628770,Wychbury Care Services Limited
1-152954511,Doctor Michael Frain Limited
1-101696535,Mr Paul Bliss
RT1,Cambridgeshire and Peterborough NHS Foundation Trust
1-101606275,Delrose House Limited
1-101611819,Silver Healthcare Limited
1-2278337072,Fair Ways Community Benefit Society
1-126776304,United Open MRI Limited
1-101648114,Knowsley Metropolitan Borough Council
1-101721009,Care at Home Services (South East) Limited
1-2896457291,The Five Lamps Organisation
1-212128512,Dr. Seyed Reza Manafi
1-2840035229,Team Carita DCS Limited
1-2218820416,South Coast Care Homes Limited
RXT,Birmingham and Solihull Mental Health NHS Foundation Trust
1-470465422,Glenthorne Rest Home Limited
1-8530205622,The Napier Clinic Limited
1-3738636560,MMCG (2) Limited
1-101607761,Kingly Care Partnership Limited
1-4422193466,WT UK Opco 4 Limited
1-101632748,David Leslie Smith
1-101726680,Cygnet Surrey Limited
1-101685460,S.J. Care Homes (Wallasey) Limited
1-12235656238,1OSD Ltd
R1C,Solent NHS Trust
R0D,University Hospitals Dorset NHS Foundation Trust
1-199742634,Hurley Clinic Partnership
1-101678332,North East Care Homes Limited
1-101667387,Dryband One Limited
1-101658961,Apasen
1-101672551,First City Nursing Services Limited
1-101608220,House Martins Care Limited
1-5535796953,"A,P & S Thurairatnam"
1-101610703,Kelso Care Consortium Limited
1-286186558,East Coast Community Healthcare C.I.C.
1-288758243,Mason Thomas Limited
1-13376978557,Prestige Dental Care Group
1-643083559,"The Grainger, Stockton, Birtley & Stanley Dental Practice Partnership"
1-101646567,North East Lincolnshire Council
1-101619931,Community Care Matters Limited
1-101610622,People in Action
1-101667703,The Partnership In Care Limited
1-101639183,Immaculate Healthcare Services Limited
1-101609021,Care South
1-534464934,Diamond Skin Care Limited
1-101667109,Minehome Limited
1-101613707,BEN - Motor and Allied Trades Benevolent Fund
1-101641907,The Seckford Foundation
1-191577604,Mr. Meenesh Shah
1-2904263994,Chiltern Residential Homes Limited
1-101691551,Dignus Healthcare Limited
1-585407111,Bespoke Healthcare Limited
1-116863820,Four Seasons (Evedale) Limited
1-101618383,Chilmington Homes Limited
1-2018820484,Prime Way Care Ltd
1-9676815443,Essential Therapeutic Care and Education Limited
1-153020038,Alex Jones Dentistry Limited
1-191574950,Dr Ritu Dhariwal
1-1867273181,Aston Transitional Care Limited
1-434294772,Amah Limited
1-199775739,Umbrella Medical
1-4472783281,The Bodyline Clinic Limited
1-101644741,Carers at Home Limited
1-3928763125,HC-One No.3 Limited
1-2033287759,Dr Navpreet Kaur
1-101614868,Gemini Care Limited
1-202429573,BST Partnership
1-228933439,Because We Care Limited
1-101680921,Zeno Limited
1-3555545195,The KSL Clinic Limited
1-101626295,Mrs Maria Mapletoft
1-101615744,Governors of Sutton's Hospital in Charterhouse
1-740894052,Spring View Care Limited
1-2283290970,Willow Home Care Ltd
1-401252396,Ignite Health And Home Care Services Ltd
1-101639991,New Hope Specialist Care Ltd
1-131475275,Mrs Jennifer Grego
1-101636869,West Sussex County Council
1-226444982,The Haynes Clinic Limited
1-101727692,Burnside Care Limited
1-402303022,Thompson & Thomas LLP
1-6709556286,Across The Lifespan Ltd
1-127586286,Peace Manor Residential Care Limited
1-102642684,Sue Ryder
1-4785521923,Harley Walk-in Clinic Ltd
1-120628671,Colten Care (1693) Limited
1-140900341,Compleat Care (UK) Limited
1-9491538572,Macc Care (Boldmere) Ltd
1-101669754,Woodham Enterprises Limited
1-118164217,Parkcare Homes (No.2) Limited
1-467950911,Lalis Direct Care Ltd
1-199791821,Herts Urgent Care Limited
1-101728778,Pilgrims Hospices in East Kent
1-101657781,Colten Care Limited
1-5909714764,Countrywide Healthcare Ltd
1-3665681090,Southend Care Limited
1-1024394354,RRC (GB) Ltd
1-350117505,Tooting Med Centre Ltd
1-101615976,West Berkshire Council
1-101708417,Covenant Care Support LLP
1-199778281,Edge Hill Health Centre
1-101664814,Huntington House Limited
1-236248231,Really Flexible Care Ltd
1-101692683,Parkside Care Limited
1-364201571,Fari Care Ltd
1-153017339,Mr Ross Cutts
1-161850748,IDH 324 & 325 Ltd
1-4023517953,RAM Dental Ltd
1-6686638200,Partners4Care Limited
1-101615584,Nightingale Hammerson
1-153007263,Mr Jag Chawla & Dr Satnam Chawla & Dr Mohan Chawla
1-122683706,Avery Homes (Cannock) Limited
1-101609075,Broadening Choices For Older People
1-495559461,John-Edwards Care Homes Ltd
1-101645252,Saivan Care Services Limited
1-3980091491,Leicester City Group Partnership
1-126775137,Synnovis Group LLP
1-544700815,1st Enable Ltd
1-1868563390,Ilkley Dental Care Limited
1-8927231921,TLC CARE HOMES CLACTON RESIDENTIAL LIMITED
1-153037073,Drakes Dental Care Limited
1-153009539,"Milne, Spencer & Harris. Dental Surgeons LLP"
1-739653891,Hummingbird Care
1-152967741,Trinity Dental Care Ltd
1-101669254,Barnsley Council 0-19 Public Health Nursing Service
1-101698924,Sunrise Care Limited
1-101656493,Deepdene Care Limited
1-153028791,Seaham Smiles
1-101696499,Westlake Care
1-2055651024,Lancashire Dental Partners
1-101676801,Randomlight Limited
1-101639138,Quality Reliable Care Limited
1-101664571,Avon Care Homes Limited
1-120630357,Contemplation Care Limited
1-126141122,Diaverum Facilities Management Limited
1-1432486954,Maria Mallaband 17 Limited
1-101622929,Crown Care II LLP
T1460,NHS Blood and Transplant
1-101690089,Integracare Limited
1-2775702367,Allcare Community Support Limited
1-101666393,Crossways Community
1-327221241,Keelex 176 Limited
1-101677850,Jaffray Care Society
1-1908018517,PBS4
1-396852177,Witham Valley Care Group Limited
1-461443359,Widcombe Practice Ltd
1-101617701,Hill Care Limited
1-101617377,Benslow Management Company Limited
1-119230830,Clervaux Trust Limited
1-1928886453,Partnering Health Limited
1-131672591,Birmingham Business Associate Ltd
1-3307090266,AplusD Limited
1-1935765971,Clacton Dental Care Ltd
1-101641089,SPDNS Nurse Care Community Interest Company
1-2166528908,Coventry and Rugby GP Alliance Limited
1-101642943,Cera Care Operations Limited
1-152972131,Dr. Alan Rumbak
1-14808049912,Primary Care Holdings Limited
1-470554001,Dr Benjamin Levy-Agami
1-9618401663,Kahanah Care Ltd
1-1732829412,Kingston General Practice Chambers Limited
1-191574601,Mr. Simon Paul Agabeg
1-10200144758,North Northamptonshire Council
1-1399567725,iCAPS Enterprises Limited
1-138327717,Beacon Home Care Services Limited
1-101652355,Overley Hall School Limited
1-101655766,Alderwood L.L.A. Limited
1-101641098,Selborne Care Limited
1-171566439,Dr. Anil Patel
1-101709917,Dr Rais Ahmed Rajput
1-118166429,Elysium Healthcare No.2 Limited
1-101668621,Medway Council
RTG,University Hospitals of Derby and Burton NHS Foundation Trust
1-5488264526,Haven247 Healthcare Limited
1-161847495,Eastgate Dental Centre Limited
1-101647801,Way Ahead Community Services Ltd
1-101606365,Hill House Nursing Home Limited
1-101639883,Country Court Care Homes Limited
1-101618320,E.C. Investments (Gloucestershire) Limited
1-1389655156,Eden Supported Services Ltd
1-101615246,The Mortimer Society
1-824503054,G DOC Ltd
1-7812411751,Birmingham Smartcare Limited
1-101673126,Action for Children
1-101653337,Oldercare (Haslemere) Limited
1-120630411,Carepoint Services Limited
1-8826768866,Ferncross Care LTD
1-101672310,Sunderland City Council
1-3661417487,Bloomfield Medical Limited
1-199796428,GoToDoc Limited
1-101662127,RMP Care Limited
1-101657904,Unity Care Solutions Limited
1-152991508,Mrs. Zelda Wiese
1-411769566,The Parks Dental Practice
1-152995001,Mrs. Anusha Singh
1-101668390,Walsall Metropolitan Borough Council
1-102642859,Abbeyfield Society (The)
1-471897710,Longley Hall Limited
1-101683145,South Yorkshire Senior Care Services Limited
1-161850686,First Choice Dental Limited
1-101617260,Darbyshire Care Limited
1-1102478799,H Yagnik and P Vishnupurikar
1-101664715,The Nelson Trust
1-8083998998,12/14 Pharmacy Limited
1-5953469022,Warmest Welcome 2 Limited
1-101647909,Learning Disability Network London
1-147662711,Dalesview Partnership Limited
1-2820790275,Acer Healthcare Operations Limited
1-656411173,Saturn Healthcare Ltd
1-4978683618,Fairolive Limited
1-5378031763,Lillibet Court Care UK Limited
1-153025782,Perfect Smile Clinic (UK) Ltd
1-2655082123,Jubilee Care Homes Nottm Limited
1-116865897,Partnerships in Care 1 Limited
1-101664607,Orchard Vale Trust Limited
1-101669006,Halton Borough Council
1-5476406510,Garforth Care Homes Ltd
1-3105856072,Willowbrook Healthcare Limited
1-152985210,Dr Alec Waugh
1-101644642,Options Autism (2) Limited
1-415685936,Chosen Care Group Limited
1-101663532,St. Anne's Opportunity Centre Limited
1-152996104,Dr. Terence Sujitkumar Soosaipillai
1-149119003,LOC Partnership Llp
1-2442282616,Baxters Homecare LTD
1-184500761,Medway Community Healthcare C.I.C
1-101660404,Black Swan International Limited
1-889630101,High Street Smiles Ltd
1-153014253,Mr. Anthony Edwards
1-101694533,Network Healthcare Professionals Limited
1-101668998,North Yorkshire Council
1-4742752580,Dr Colin Ian Malcomson
1-6188377571,Neo Orthodontics Ltd
1-7419586208,Dr Cheten Patel
1-199719827,Manor View Practice
1-1926652087,Ryde House Homes Ltd
1-101649042,Care Relief Team Limited
1-6904278454,Lord's Care Solutions UK Ltd
1-9715680804,Moorgate Care Village Limited
1-101648988,Risedale Estates Limited
1-14377859965,Island City Practice
1-1242097852,Aspire Home Carers Limited
1-101666975,Eastgate Care Ltd
1-679774972,Livingstone Health Care Limited
1-101671858,Mr John Maloney
RX4,"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust"
1-199764906,Inspire Healthcare Group
1-101613833,St. Michael's Homes Limited
1-101629742,Mrs Christine Lyte
1-1972912071,365 Care Homes Limited
1-2190021057,Dr Arun Thomas
1-2062945900,Master Quality Healthcare Services Ltd
RPG,Oxleas NHS Foundation Trust
1-199808827,Network Healthcare Solutions Limited
1-11874324734,Dr Rajdeep Koner
1-152974231,The Toothplace Dental Surgery Limited
1-101678485,Elizabeth House (Oldham) Limited
1-101677485,Queen Elizabeth's Foundation
1-9298511641,Enfield Council
1-101664967,Christian Care Homes
1-171573834,SK Excel Dental Limited
1-2326189053,Yorhealth Limited
1-101685818,Sunderland Home Care Associates (20-20) Limited
1-199687633,Belmont & Sherburn Medical Group
1-5349339816,D3 Care Ltd
1-171567183,Miss Philippa Riseley-Prichard
1-102642676,Bupa Care Homes (ANS) Limited
1-140537629,Givecare
1-101666079,Rehabilitation Education And Community Homes Limited
1-136127850,Cygnet Clifton Limited
1-2524622288,City Health Practice Limited
1-101641817,Victoria Homecare Limited
1-101676407,Lincoln House Care Home Ltd
1-4954964087,Your Care Provider Ltd
1-927418340,Peace of Mind Healthcare Ltd
1-101646299,The Worthies Residential Care Home Limited
1-211511616,Christ The King Residential Care Homes Limited
1-101680399,Premier Care Limited
1-118164227,Sapphire Care Services Limited
1-9757246813,Awakn Bristol Limited
1-148486210,Holly Lodge (Bridlington) Limited
1-13638771815,Heavenly Touch Care Limited
1-224255424,Hopscotch Solutions Limited
1-4550921038,Optimum Orthodontics Ltd
